Fighter1,Fighter2,Winner?,Fight Method,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed F1R1,Total Strike Missed F1R1,Non-Sig. Strike Landed F1R1,Non-Sig. Strike Missed F1R1,Sig. Strike Landed F1R1,Sig. Strike Missed F1R1,Head F1R1,Body F1R1,Leg F1R1,Distance F1R1,Clinch F1R1,Ground F1R1,Knockdowns F1R1,TD Completed F1R1,TD Missed F1R1,Sub. Att F1R1,Rev. F1R1,Ctrl Time (Minutes) F1R1,Winner?,Total Strike Landed F2R1,Total Strike Missed F2R1,Non-Sig. Strike Landed F2R1,Non-Sig. Strike Missed F2R1,Sig. Strike Landed F2R1,Sig. Strike Missed F2R1,Head F2R1,Body F2R1,Leg F2R1,Distance F2R1,Clinch F2R1,Ground F2R1,Knockdowns F2R1,TD Completed F2R1,TD Missed F2R1,Sub. Att F2R1,Rev. F2R1,Ctrl Time (Minutes) F2R1,Total Strike Landed F1R2,Total Strike Missed F1R2,Non-Sig. Strike Landed F1R2,Non-Sig. Strike Missed F1R2,Sig. Strike Landed F1R2,Sig. Strike Missed F1R2,Head F1R2,Body F1R2,Leg F1R2,Distance F1R2,Clinch F1R2,Ground F1R2,Knockdowns F1R2,TD Completed F1R2,TD Missed F1R2,Sub. Att F1R2,Rev. F1R2,Ctrl Time (Minutes) F1R2,Total Strike Landed F2R2,Total Strike Missed F2R2,Non-Sig. Strike Landed F2R2,Non-Sig. Strike Missed F2R2,Sig. Strike Landed F2R2,Sig. Strike Missed F2R2,Head F2R2,Body F2R2,Leg F2R2,Distance F2R2,Clinch F2R2,Ground F2R2,Knockdowns F2R2,TD Completed F2R2,TD Missed F2R2,Sub. Att F2R2,Rev. F2R2,Ctrl Time (Minutes) F2R2,Total Strike Landed F1R3,Total Strike Missed F1R3,Non-Sig. Strike Landed F1R3,Non-Sig. Strike Missed F1R3,Sig. Strike Landed F1R3,Sig. Strike Missed F1R3,Head F1R3,Body F1R3,Leg F1R3,Distance F1R3,Clinch F1R3,Ground F1R3,Knockdowns F1R3,TD Completed F1R3,TD Missed F1R3,Sub. Att F1R3,Rev. F1R3,Ctrl Time (Minutes) F1R3,Total Strike Landed F2R3,Total Strike Missed F2R3,Non-Sig. Strike Landed F2R3,Non-Sig. Strike Missed F2R3,Sig. Strike Landed F2R3,Sig. Strike Missed F2R3,Head F2R3,Body F2R3,Leg F2R3,Distance F2R3,Clinch F2R3,Ground F2R3,Knockdowns F2R3,TD Completed F2R3,TD Missed F2R3,Sub. Att F2R3,Rev. F2R3,Ctrl Time (Minutes) F2R3,Total Strike Landed F1R4,Total Strike Missed F1R4,Non-Sig. Strike Landed F1R4,Non-Sig. Strike Missed F1R4,Sig. Strike Landed F1R4,Sig. Strike Missed F1R4,Head F1R4,Body F1R4,Leg F1R4,Distance F1R4,Clinch F1R4,Ground F1R4,Knockdowns F1R4,TD Completed F1R4,TD Missed F1R4,Sub. Att F1R4,Rev. F1R4,Ctrl Time (Minutes) F1R4,Total Strike Landed F2R4,Total Strike Missed F2R4,Non-Sig. Strike Landed F2R4,Non-Sig. Strike Missed F2R4,Sig. Strike Landed F2R4,Sig. Strike Missed F2R4,Head F2R4,Body F2R4,Leg F2R4,Distance F2R4,Clinch F2R4,Ground F2R4,Knockdowns F2R4,TD Completed F2R4,TD Missed F2R4,Sub. Att F2R4,Rev. F2R4,Ctrl Time (Minutes) F2R4,Total Strike Landed F1R5,Total Strike Missed F1R5,Non-Sig. Strike Landed F1R5,Non-Sig. Strike Missed F1R5,Sig. Strike Landed F1R5,Sig. Strike Missed F1R5,Head F1R5,Body F1R5,Leg F1R5,Distance F1R5,Clinch F1R5,Ground F1R5,Knockdowns F1R5,TD Completed F1R5,TD Missed F1R5,Sub. Att F1R5,Rev. F1R5,Ctrl Time (Minutes) F1R5,Total Strike Landed F2R5,Total Strike Missed F2R5,Non-Sig. Strike Landed F2R5,Non-Sig. Strike Missed F2R5,Sig. Strike Landed F2R5,Sig. Strike Missed F2R5,Head F2R5,Body F2R5,Leg F2R5,Distance F2R5,Clinch F2R5,Ground F2R5,Knockdowns F2R5,TD Completed F2R5,TD Missed F2R5,Sub. Att F2R5,Rev. F2R5,Ctrl Time (Minutes) F2R5
Mateusz Rebecki,Myktybek Orolbai,1,Decision - Split,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Jacob Montalvo 29 - 28. Sal D'amato 28 - 29. Ben Cartlidge 28 - 29.,Catch Weight Bout,UFC 308: Topuria vs. Holloway,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/26/24,3,27,30,0,0,27,30,15,7,5,26,1,0,0,0,1,0,0,0,1,22,29,0,0,22,29,13,2,7,22,0,0,0,0,0,0,0,0,24,32,1,0,23,32,17,3,3,22,1,0,0,0,0,0,0,0.25,28,33,3,1,25,32,19,4,2,25,0,0,0,1,3,0,0,0.733333333,42,19,21,6,21,13,20,0,1,6,3,12,1,3,0,0,0,2.15,35,15,21,2,14,13,14,0,0,13,0,1,0,1,0,0,1,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abus Magomedov,Brunno Ferreira,1,Submission,3:14,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Side Control,Middleweight Bout,UFC 308: Topuria vs. Holloway,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/26/24,3,14,15,0,0,14,15,4,5,5,14,0,0,0,0,0,0,0,0,1,2,10,0,0,2,10,0,2,0,2,0,0,0,0,0,0,0,0,21,16,13,1,8,15,3,2,3,8,0,0,0,2,3,0,0,2.233333333,22,25,2,3,20,22,16,4,0,18,0,2,0,0,0,1,0,0.1,10,5,6,2,4,3,3,1,0,4,0,0,0,2,1,1,0,1.366666667,12,12,5,2,7,10,4,3,0,6,1,0,0,0,0,0,1,0.116666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennedy Nzechukwu,Chris Barnett,1,KO/TKO,4:27,3 Rnd (5-5-5),Jason Herzog,Knee to Body At Distance,Heavyweight Bout,UFC 308: Topuria vs. Holloway,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/26/24,1,51,23,0,0,51,23,28,22,1,50,0,1,0,0,0,0,0,0,1,12,22,0,0,12,22,3,2,7,12,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farid Basharat,Victor Hugo,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Kerry Hatley,Mike Bell 27 - 30. Hadi Mohamed Ali 28 - 29. David Lethaby 28 - 29.,Featherweight Bout,UFC 308: Topuria vs. Holloway,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/26/24,3,27,23,5,7,22,16,11,2,9,20,0,2,0,0,1,0,0,0.7,1,11,28,1,0,10,28,4,3,3,10,0,0,0,0,3,1,0,0.066666667,30,41,0,0,30,41,22,5,3,29,1,0,0,0,0,0,0,0.033333333,25,41,0,0,25,41,11,9,5,25,0,0,0,1,0,0,0,0.233333333,32,15,24,6,8,9,6,1,1,5,1,2,0,4,2,0,0,3.883333333,12,11,2,0,10,11,8,2,0,8,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismail Naurdiev,Bruno Silva,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30. Jacob Montalvo 27 - 30. Tony Weeks 27 - 30.,Middleweight Bout,UFC 308: Topuria vs. Holloway,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/26/24,3,21,17,8,3,13,14,6,4,3,8,5,0,0,1,4,0,0,2.05,1,12,15,0,0,12,15,7,2,3,10,2,0,0,0,0,0,0,0,40,22,20,3,20,19,15,4,1,15,1,4,0,2,2,0,0,2.166666667,16,19,2,0,14,19,12,1,1,12,2,0,0,0,2,0,0,0,46,20,13,3,33,17,21,7,5,28,5,0,0,0,4,0,0,1.633333333,10,28,0,1,10,27,9,1,0,8,2,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rinat Fakhretdinov,Carlos Leal,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Mike Bell 28 - 29. David Lethaby 28 - 29. Hadi Mohamed Ali 27 - 30.,Welterweight Bout,UFC 308: Topuria vs. Holloway,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/26/24,3,28,31,4,2,24,29,17,3,4,24,0,0,0,1,6,0,0,1.95,1,56,39,28,4,28,35,19,5,4,24,4,0,0,0,0,0,0,0,37,36,4,1,33,35,24,5,4,31,2,0,0,1,3,0,0,0.883333333,44,50,7,1,37,49,25,3,9,35,2,0,0,0,1,0,0,0,54,50,2,1,52,49,41,7,4,41,11,0,0,0,8,0,0,0.4,46,57,4,2,42,55,28,8,6,35,7,0,0,1,2,0,0,0.216666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Hernandez,Michel Pereira,1,KO/TKO,2:22,5 Rnd (5-5-5-5-5),Herb Dean,Elbows to Head On Ground,Middleweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,5,30,25,3,0,27,25,20,5,2,17,4,6,0,1,7,0,0,1.416666667,1,17,19,2,0,15,19,7,8,0,12,3,0,0,0,0,0,0,0.316666667,47,21,17,4,30,17,25,4,1,9,0,21,0,2,4,0,0,3.3,2,5,0,0,2,5,0,2,0,2,0,0,0,0,0,1,1,0.583333333,64,13,20,2,44,11,31,11,2,8,4,32,0,2,4,0,0,4.283333333,4,5,1,0,3,5,1,2,0,2,1,0,0,0,0,0,0,0,48,14,19,8,29,6,28,1,0,5,3,21,0,3,3,0,0,4.583333333,30,1,8,0,22,1,21,1,0,4,1,17,0,2,1,0,0,2.116666667,30,1,8,0,22,1,21,1,0,4,1,17,0,2,1,0,0,2.116666667,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Rob Font,Kyler Phillips,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29. Derek Cleary 28 - 29. Junichiro Kamijo 28 - 29.,Bantamweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,7,13,0,1,7,12,6,1,0,6,1,0,0,0,1,0,0,0.483333333,1,21,21,11,5,10,16,8,2,0,5,0,5,0,1,0,0,0,3.566666667,34,29,3,2,31,27,23,8,0,28,3,0,0,0,0,0,0,0.483333333,15,34,1,0,14,34,6,5,3,13,1,0,0,2,0,0,0,0.4,24,37,1,0,23,37,21,2,0,22,1,0,0,0,0,0,0,0.35,14,38,0,1,14,37,5,2,7,14,0,0,0,1,1,0,0,0.733333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Johnson,Sumudaerji,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Chris Leben 28 - 29. Ron McCarthy 28 - 29.,Flyweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,33,31,14,0,19,31,12,5,2,16,3,0,0,0,2,0,0,1.266666667,1,24,19,0,0,24,19,12,2,10,20,4,0,0,0,0,0,0,0.05,34,38,4,8,30,30,20,5,5,19,0,11,1,1,1,0,0,1.05,25,23,2,2,23,21,15,2,6,22,1,0,0,0,0,2,1,0.5,17,24,1,0,16,24,10,5,1,14,2,0,0,1,1,0,0,0.65,29,29,1,0,28,29,14,3,11,26,2,0,0,0,3,0,0,0.283333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Hadley,Cameron Smotherman,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 26 - 30. Ben Cartlidge 27 - 29. Derek Cleary 27 - 29.,Bantamweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,24,34,0,0,24,34,8,7,9,24,0,0,0,0,0,0,0,0,0,37,42,0,0,37,42,13,23,1,37,0,0,0,0,0,0,0,0,27,40,9,1,18,39,6,7,5,17,1,0,0,1,0,0,0,1.116666667,26,50,1,0,25,50,13,10,2,25,0,0,0,0,0,0,0,0,19,32,1,0,18,32,14,3,1,18,0,0,0,0,1,0,0,0.766666667,34,71,0,0,34,71,17,15,2,34,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Elkins,Daniel Pineda,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Herb Dean,Ben Cartlidge 28 - 29. Junichiro Kamijo 28 - 29. Tony Weeks 28 - 29.,Featherweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,23,12,20,7,3,5,3,0,0,2,0,1,0,1,1,0,1,2.116666667,1,27,3,14,1,13,2,12,1,0,1,0,12,0,0,0,2,1,2.116666667,39,33,20,5,19,28,15,4,0,12,0,7,0,2,2,0,0,2.4,17,12,5,0,12,12,6,5,1,10,1,1,0,0,0,0,0,0.083333333,40,23,23,7,17,16,12,5,0,14,3,0,0,0,6,0,0,2.033333333,17,9,11,1,6,8,3,1,2,6,0,0,0,0,0,0,0,0.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Nicolau,Asu Almabayev,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29. Ron McCarthy 28 - 29. Brian Puccillo 28 - 29.,Flyweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,5,10,0,0,5,10,1,3,1,5,0,0,0,0,0,0,0,0,0,9,12,0,0,9,12,1,4,4,9,0,0,0,0,0,0,0,0,12,15,2,1,10,14,6,2,2,6,0,4,0,0,1,1,0,0,11,16,5,0,6,16,1,4,1,5,1,0,0,1,5,0,0,1.133333333,21,5,20,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,35,29,28,25,7,4,5,0,2,3,0,4,1,0,0,0,0,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Katona,Jean Matsumoto,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Derek Cleary 28 - 29. Ron McCarthy 28 - 29.,Bantamweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,39,14,9,0,30,14,21,4,5,19,10,1,0,0,0,0,0,0.666666667,0,24,33,4,0,20,33,14,1,5,19,1,0,0,0,4,0,0,1.066666667,46,24,9,0,37,24,28,5,4,34,3,0,0,1,1,0,0,0.433333333,50,55,5,0,45,55,33,2,10,43,2,0,0,0,2,0,0,0.633333333,32,16,10,2,22,14,19,3,0,20,2,0,0,2,4,0,0,2.483333333,35,26,11,2,24,24,15,3,6,23,1,0,0,1,0,0,0,0.366666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joselyne Edwards,Tamires Vidal,1,Submission,4:33,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Women's Bantamweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,70,28,29,4,41,24,24,11,6,39,2,0,0,2,3,0,0,0.75,1,24,23,6,0,18,23,9,4,5,15,3,0,0,0,1,0,0,0.7,35,10,21,2,14,8,5,3,6,8,6,0,0,1,0,0,0,1.633333333,17,8,12,3,5,5,1,1,3,4,1,0,0,0,0,0,0,1.85,46,23,20,2,26,21,19,6,1,14,1,11,0,1,0,2,0,2.116666667,12,7,1,0,11,7,5,4,2,6,5,0,0,0,0,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica Penne,Elise Reed,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29. Derek Cleary 28 - 29. Ron McCarthy 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,51,19,32,5,19,14,7,9,3,14,5,0,0,1,4,0,0,2.816666667,0,105,17,99,6,6,11,0,2,4,5,1,0,0,0,0,0,0,0.133333333,26,24,8,0,18,24,7,5,6,14,4,0,0,0,4,0,0,0.45,56,26,12,0,44,26,31,8,5,39,5,0,0,0,0,0,0,0.233333333,21,33,4,0,17,33,12,4,1,16,1,0,0,0,4,0,0,0,68,34,1,0,67,34,53,8,6,66,1,0,0,0,0,0,0,0.133333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melissa Martinez,Alice Ardelean,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 27 - 30. Ron McCarthy 27 - 30. Tony Weeks 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,18,24,0,0,18,24,10,3,5,18,0,0,0,0,0,0,0,0,1,29,44,2,0,27,44,17,2,8,26,1,0,0,0,0,0,0,0.033333333,29,27,0,0,29,27,13,6,10,29,0,0,0,0,0,0,0,0,48,46,3,1,45,45,31,9,5,45,0,0,0,0,1,0,0,0.066666667,31,22,6,0,25,22,10,9,6,25,0,0,0,0,0,0,0,0,26,47,6,4,20,43,11,4,5,20,0,0,0,0,0,0,0,0.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austen Lane,Robelis Despaigne,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 28 - 29. Junichiro Kamijo 28 - 29. Brian Puccillo 28 - 29.,Heavyweight Bout,UFC Fight Night: Hernandez vs. Pereira,"Las Vegas, Nevada, USA",10/19/24,3,14,7,8,5,6,2,1,3,2,2,0,4,0,1,2,0,0,4.316666667,1,12,3,8,3,4,0,3,0,1,1,3,0,0,0,0,0,0,0,18,11,6,1,12,10,3,2,7,12,0,0,0,1,2,0,0,0.883333333,17,13,1,0,16,13,12,0,4,16,0,0,0,0,0,0,0,0,46,14,41,11,5,3,3,1,1,3,0,2,0,1,1,0,0,3.766666667,19,4,8,2,11,2,8,2,1,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Royval,Tatsuro Taira,1,Decision - Split,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Chris Lee 47 - 48. Sal D'amato 48 - 47. Ron McCarthy 47 - 48.,Flyweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,5,17,38,0,0,17,38,12,5,0,16,1,0,0,0,0,0,0,0,1,11,13,1,1,10,12,6,2,2,10,0,0,0,1,2,0,0,0.733333333,11,11,8,0,3,11,1,2,0,3,0,0,0,0,0,0,0,0,29,5,24,3,5,2,4,1,0,5,0,0,0,2,0,0,0,4.166666667,81,24,25,2,56,22,54,2,0,32,9,15,0,2,0,1,0,0.95,7,16,2,0,5,16,5,0,0,5,0,0,0,0,4,1,0,1.75,6,6,1,0,5,6,4,1,0,5,0,0,0,0,0,0,0,0,57,36,14,5,43,31,43,0,0,41,1,1,0,1,0,2,2,1.433333333,57,36,14,5,43,31,43,0,0,41,1,1,0,1,0,2,2,1.433333333,15,22,1,0,14,22,12,2,0,14,0,0,0,2,1,0,0,1.083333333
Brad Tavares,JunYong Park,0,Decision - Split,5:00,3 Rnd (5-5-5),,Junichiro Kamijo 29 - 28. Mike Bell 28 - 29. Eric Colon 28 - 29.,Middleweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,3,27,33,1,2,26,31,21,0,5,23,0,3,0,0,0,0,0,0.7,0,21,27,2,0,19,27,12,2,5,19,0,0,0,0,2,0,0,1.3,31,49,0,0,31,49,27,2,2,31,0,0,0,0,0,0,0,0,68,41,1,0,67,41,52,1,14,64,3,0,0,1,0,0,0,0.583333333,15,4,7,0,8,4,7,0,1,8,0,0,0,0,0,0,0,0,35,18,22,8,13,10,12,1,0,8,0,5,0,1,2,0,0,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chidi Njokuani,Jared Gooden,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30. Chris Lee 27 - 30. Tony Weeks 27 - 30.,Welterweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,3,46,7,25,0,21,7,5,16,0,3,18,0,0,0,0,0,0,3.633333333,1,23,5,20,3,3,2,1,2,0,1,2,0,0,1,3,0,0,1.1,67,13,15,0,52,13,20,24,8,16,36,0,0,0,0,0,0,3.25,38,19,27,3,11,16,7,2,2,9,2,0,0,0,0,0,0,0.233333333,49,25,17,2,32,23,24,7,1,9,2,21,0,0,0,0,0,2.383333333,20,16,14,4,6,12,5,1,0,4,1,1,0,1,3,1,0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Dawson,Rafa Garcia,1,KO/TKO,1:42,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Back Control,Lightweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,2,41,46,21,14,20,32,16,3,1,2,0,18,0,1,2,0,0,3.833333333,1,27,7,23,1,4,6,3,1,0,3,1,0,0,0,0,0,0,0,39,18,15,4,24,14,22,1,1,3,0,21,0,1,0,0,0,1.316666667,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Rodriguez,Alex Morono,1,Decision - Split,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29. Sal D'amato 29 - 28. Mike Bell 28 - 29.,Welterweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,3,25,31,0,0,25,31,7,11,7,25,0,0,0,0,0,0,0,0,1,31,50,0,0,31,50,20,5,6,31,0,0,0,0,0,0,0,0,44,55,0,0,44,55,19,18,7,44,0,0,0,0,0,0,0,0,23,68,0,0,23,68,20,2,1,23,0,0,0,0,0,0,0,0,57,48,3,0,54,48,18,27,9,48,6,0,0,1,0,0,0,0.933333333,37,67,17,2,20,65,18,2,0,20,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Vergara,Ramazan Temirov,0,KO/TKO,2:50,3 Rnd (5-5-5),Jason Herzog,Punch to Body At Distance,Flyweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,1,4,12,0,0,4,12,1,1,2,4,0,0,0,0,0,0,0,0,0,23,32,0,0,23,32,18,4,1,20,0,3,3,0,0,0,0,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Pearce,Pat Sabatini,0,Submission,4:06,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Featherweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,1,32,0,30,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,19,6,16,4,3,2,2,1,0,1,1,1,0,2,1,1,0,3.933333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Themba Gorimbo,Niko Price,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Eric Colon 27 - 30. Sal D'amato 27 - 30.,Welterweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,3,45,42,13,7,32,35,21,2,9,23,1,8,0,1,0,1,0,2.766666667,1,13,11,7,0,6,11,5,1,0,4,2,0,0,0,1,0,0,0,52,24,20,3,32,21,21,6,5,16,5,11,0,4,1,0,0,1.866666667,19,22,10,0,9,22,7,1,1,6,3,0,0,0,2,1,0,1,44,16,40,13,4,3,2,1,1,4,0,0,0,2,1,1,0,4.6,26,9,25,5,1,4,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Tafa,Sean Sharaf,1,KO/TKO,2:15,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,Heavyweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,2,36,39,0,0,36,39,28,8,0,36,0,0,0,0,0,0,0,0,1,47,59,1,3,46,56,34,6,6,37,1,8,0,1,4,0,0,0.766666667,35,18,0,0,35,18,33,2,0,35,0,0,0,0,0,0,0,0.033333333,7,9,0,0,7,9,5,1,1,7,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
